Frame Index,Area Convex (px^2),Area Measured (px^2),Area (microns^2),Width (px),Height (px),Width (microns),Height (microns),Aspect Ratio,Porosity,Brightness,Deformation,Inertia Ratio,Principal Inertia Ratio,Poisson Ratio
1400,1964.5,1927.5,214.1667,42,63,14.0,21.0,0.6667,1.0192,125.4396,0.0922,2.2759,0.4394,0.8165
1401,1800.0,1751.5,194.6111,44,55,14.6667,18.3333,0.8,1.0277,122.1503,0.0896,1.6713,0.5748,0.8944
1402,2521.5,2485.5,276.1667,46,69,15.3333,23.0,0.6667,1.0145,120.0765,0.1095,2.365,0.4199,0.8165
1403,3240.5,3198.0,355.3333,50,85,16.6667,28.3333,0.5882,1.0133,122.4313,0.109,2.9644,0.3366,0.767
1405,3545.5,3453.0,383.6667,43,98,14.3333,32.6667,0.4388,1.0268,120.9263,0.1811,5.3958,0.1851,0.6624
1406,3768.5,3574.0,397.1111,48,99,16.0,33.0,0.4848,1.0544,123.3111,0.2003,4.7034,0.2122,0.6963
1409,2703.5,2656.5,295.1667,47,75,15.6667,25.0,0.6267,1.0177,124.1023,0.104,2.5693,0.3875,0.7916
1410,1172.5,1140.0,126.6667,43,34,14.3333,11.3333,1.2647,1.0285,123.1847,0.1096,0.6441,0.6379,1.1246
1413,1712.0,1671.5,185.7222,34,65,11.3333,21.6667,0.5231,1.0242,120.4127,0.1355,3.8968,0.2562,0.7232
1414,1815.0,1756.0,195.1111,36,66,12.0,22.0,0.5455,1.0336,124.7366,0.1497,3.6415,0.2733,0.7385
1415,2468.0,2428.0,269.7778,45,73,15.0,24.3333,0.6164,1.0165,118.6781,0.102,2.6745,0.3735,0.7851
1416,2118.0,2071.5,230.1667,43,63,14.3333,21.0,0.6825,1.0224,119.1087,0.1001,2.2489,0.4327,0.8262
1417,2095.5,2038.5,226.5,40,71,13.3333,23.6667,0.5634,1.028,125.639,0.1275,3.2963,0.3031,0.7506
1418,3339.0,3286.5,365.1667,48,88,16.0,29.3333,0.5455,1.016,126.5509,0.1193,3.3,0.3021,0.7385
1419,2103.5,2067.0,229.6667,37,73,12.3333,24.3333,0.5068,1.0177,116.4326,0.1314,3.8552,0.2592,0.7119
1420,2499.5,2452.0,272.4444,39,82,13.0,27.3333,0.4756,1.0194,119.5179,0.1528,4.541,0.2185,0.6896
1422,2320.5,2275.0,252.7778,41,73,13.6667,24.3333,0.5616,1.02,123.6208,0.1157,3.174,0.3151,0.7494
1423,1998.5,1954.0,217.1111,53,54,17.6667,18.0,0.9815,1.0228,123.9255,0.0898,1.0751,0.6406,0.9907
1424,1883.0,1846.0,205.1111,42,61,14.0,20.3333,0.6885,1.02,122.4862,0.0935,2.1543,0.4551,0.8298
1425,3092.0,3017.5,335.2778,42,95,14.0,31.6667,0.4421,1.0247,124.812,0.1717,5.4675,0.1829,0.6649
1427,3034.5,2980.5,331.1667,47,86,15.6667,28.6667,0.5465,1.0181,124.7781,0.1266,3.5081,0.2842,0.7393
1428,1807.5,1783.5,198.1667,48,49,16.0,16.3333,0.9796,1.0135,120.0871,0.0981,1.1179,0.8832,0.9897
1429,3706.5,3652.5,405.8333,52,90,17.3333,30.0,0.5778,1.0148,124.5878,0.1101,3.0909,0.3233,0.7601
1430,2999.0,2950.0,327.7778,41,93,13.6667,31.0,0.4409,1.0166,121.2918,0.1587,5.1375,0.1941,0.664
1431,2751.0,2696.5,299.6111,41,83,13.6667,27.6667,0.494,1.0202,124.4354,0.145,4.2372,0.2349,0.7028
1432,3892.5,3757.5,417.5,45,116,15.0,38.6667,0.3879,1.0359,126.6004,0.227,7.596,0.1314,0.6228
1433,2722.0,2667.0,296.3333,45,80,15.0,26.6667,0.5625,1.0206,122.8707,0.1371,3.278,0.3035,0.75
1434,1858.5,1820.0,202.2222,41,55,13.6667,18.3333,0.7455,1.0212,123.2866,0.1047,1.8292,0.5317,0.8634
1435,2255.0,2203.5,244.8333,37,78,12.3333,26.0,0.4744,1.0234,126.5308,0.1464,4.4161,0.2259,0.6887
1436,1081.0,1057.5,117.5,29,48,9.6667,16.0,0.6042,1.0222,110.7776,0.1017,2.8203,0.3545,0.7773
1437,1698.5,1671.0,185.6667,39,54,13.0,18.0,0.7222,1.0165,121.4633,0.106,2.061,0.4848,0.8498
1438,2630.0,2587.5,287.5,44,78,14.6667,26.0,0.5641,1.0164,125.0855,0.1208,3.191,0.3131,0.7511
1439,1753.0,1715.5,190.6111,42,56,14.0,18.6667,0.75,1.0219,120.4854,0.0924,1.8315,0.546,0.866
1440,1730.0,1705.0,189.4444,43,50,14.3333,16.6667,0.86,1.0147,116.1458,0.0749,1.4018,0.7129,0.9274
1441,2349.5,2310.5,256.7222,48,63,16.0,21.0,0.7619,1.0169,119.7492,0.0852,1.7562,0.5657,0.8729
1442,3620.0,3561.5,395.7222,51,92,17.0,30.6667,0.5543,1.0164,124.5518,0.12,3.3651,0.2971,0.7445
1443,1911.0,1717.5,190.8333,44,64,14.6667,21.3333,0.6875,1.1127,123.3459,0.2219,2.8362,0.3284,0.8292
1444,3947.5,3796.0,421.7778,49,113,16.3333,37.6667,0.4336,1.0399,125.9816,0.2105,6.0155,0.1662,0.6585
1445,2790.0,2742.5,304.7222,41,85,13.6667,28.3333,0.4824,1.0173,122.8665,0.1397,4.3227,0.2312,0.6945
1447,2266.5,2215.0,246.1111,43,68,14.3333,22.6667,0.6324,1.0233,121.7571,0.1031,2.5673,0.3895,0.7952
1448,2357.0,2321.0,257.8889,43,69,14.3333,23.0,0.6232,1.0155,125.7455,0.0973,2.5597,0.3906,0.7894
1449,2560.5,2515.5,279.5,40,86,13.3333,28.6667,0.4651,1.0179,116.5504,0.1578,4.5004,0.2128,0.682
1450,2936.5,2853.5,317.0556,42,93,14.0,31.0,0.4516,1.0291,118.7765,0.1806,5.1072,0.195,0.672
1451,1758.5,1717.5,190.8333,41,57,13.6667,19.0,0.7193,1.0239,116.8105,0.0938,2.0895,0.4784,0.8481
1455,2551.5,2508.0,278.6667,47,71,15.6667,23.6667,0.662,1.0173,121.8431,0.0928,2.4043,0.4147,0.8136
1456,4005.0,3936.0,437.3333,54,90,18.0,30.0,0.6,1.0175,122.3389,0.1233,2.7378,0.3651,0.7746
1457,5088.5,5017.0,557.4444,57,111,19.0,37.0,0.5135,1.0143,126.4128,0.123,3.711,0.2693,0.7166
1458,2599.5,2542.5,282.5,46,79,15.3333,26.3333,0.5823,1.0224,123.0824,0.1305,3.1225,0.3198,0.7631
1459,2014.5,1970.5,218.9444,43,63,14.3333,21.0,0.6825,1.0223,120.2345,0.0988,2.2508,0.4418,0.8262
1460,1325.5,1302.5,144.7222,39,43,13.0,14.3333,0.907,1.0177,119.5934,0.0751,1.2621,0.7685,0.9524
1461,1870.5,1830.0,203.3333,45,56,15.0,18.6667,0.8036,1.0221,125.4577,0.0975,1.6025,0.6029,0.8964
1462,1138.5,1089.5,121.0556,34,50,11.3333,16.6667,0.68,1.045,118.8769,0.1826,2.5793,0.3853,0.8246
1463,3774.5,3620.0,402.2222,46,114,15.3333,38.0,0.4035,1.0427,126.5025,0.2258,6.6912,0.1488,0.6352
1464,1946.5,1906.5,211.8333,42,64,14.0,21.3333,0.6562,1.021,124.7799,0.1015,2.4463,0.4085,0.8101
1465,3135.0,3090.0,343.3333,48,83,16.0,27.6667,0.5783,1.0146,122.7208,0.1097,3.0361,0.3285,0.7605
1466,2487.0,2431.0,270.1111,39,80,13.0,26.6667,0.4875,1.023,121.8193,0.1462,4.4813,0.2227,0.6982
1467,1770.5,1731.5,192.3889,38,57,12.6667,19.0,0.6667,1.0225,123.7852,0.0959,2.3436,0.4239,0.8165
1468,2125.5,2083.5,231.5,41,65,13.6667,21.6667,0.6308,1.0202,120.6449,0.0916,2.5467,0.3926,0.7942
1469,2278.5,2228.0,247.5556,44,65,14.6667,21.6667,0.6769,1.0227,125.2178,0.0866,2.1822,0.4556,0.8228
1470,351.5,339.5,37.7222,27,18,9.0,6.0,1.5,1.0353,119.25,0.0994,0.4661,0.4624,1.2247
1471,2219.0,2121.0,235.6667,36,89,12.0,29.6667,0.4045,1.0462,118.2797,0.2342,6.7798,0.1427,0.636
1472,2180.0,2134.5,237.1667,50,59,16.6667,19.6667,0.8475,1.0213,125.6912,0.0813,1.4877,0.6649,0.9206
1473,2445.5,2400.0,266.6667,41,76,13.6667,25.3333,0.5395,1.019,122.4861,0.1245,3.6269,0.2748,0.7345
1474,2078.0,2038.0,226.4444,45,62,15.0,20.6667,0.7258,1.0196,121.4913,0.1035,1.9712,0.4958,0.8519
1475,1063.5,1048.0,116.4444,38,35,12.6667,11.6667,1.0857,1.0148,119.1891,0.0777,0.8725,0.7895,1.042
1476,1341.5,1315.0,146.1111,38,50,12.6667,16.6667,0.76,1.0202,117.1993,0.0842,1.854,0.5221,0.8718
1478,2479.5,2422.5,269.1667,41,81,13.6667,27.0,0.5062,1.0235,125.1417,0.1458,4.1272,0.2422,0.7115
1479,1586.5,1563.0,173.6667,44,45,14.6667,15.0,0.9778,1.015,116.0834,0.0619,1.0635,0.9377,0.9888
1480,2293.0,2257.0,250.7778,49,60,16.3333,20.0,0.8167,1.016,122.5926,0.0706,1.5602,0.631,0.9037
1481,2077.5,2044.0,227.1111,46,60,15.3333,20.0,0.7667,1.0164,120.7655,0.0728,1.7385,0.5728,0.8756
1482,1999.5,1970.0,218.8889,44,59,14.6667,19.6667,0.7458,1.015,122.0856,0.0701,1.7902,0.5551,0.8636
1483,1260.5,1231.5,136.8333,43,39,14.3333,13.0,1.1026,1.0235,117.3535,0.0691,0.808,0.796,1.05
1487,2082.5,2048.5,227.6111,44,64,14.6667,21.3333,0.6875,1.0166,120.7886,0.0837,2.1037,0.4743,0.8292
1488,1138.5,1106.5,122.9444,40,36,13.3333,12.0,1.1111,1.0289,119.0558,0.0894,0.7872,0.7191,1.0541
1489,1139.0,1110.5,123.3889,41,40,13.6667,13.3333,1.025,1.0257,120.5776,0.1335,1.1736,0.8203,1.0124
1490,2676.5,2629.5,292.1667,47,77,15.6667,25.6667,0.6104,1.0179,124.1052,0.1122,2.7394,0.3637,0.7813
1491,1446.5,1426.0,158.4444,42,44,14.0,14.6667,0.9545,1.0144,118.2217,0.099,1.1437,0.8737,0.977
1492,2721.0,2669.0,296.5556,51,75,17.0,25.0,0.68,1.0195,122.9369,0.1,2.2615,0.4395,0.8246
1493,2221.0,2169.0,241.0,41,68,13.6667,22.6667,0.6029,1.024,119.5452,0.1283,3.0661,0.3239,0.7765
1494,2744.0,2675.5,297.2778,46,80,15.3333,26.6667,0.575,1.0256,124.1885,0.1314,3.3055,0.3015,0.7583
1495,2851.5,2809.0,312.1111,46,81,15.3333,27.0,0.5679,1.0151,123.6617,0.1159,3.2439,0.3082,0.7536
1496,1320.5,1301.5,144.6111,37,45,12.3333,15.0,0.8222,1.0146,116.3187,0.0832,1.5208,0.6359,0.9068
1497,2097.0,2052.0,228.0,45,62,15.0,20.6667,0.7258,1.0219,124.2188,0.0938,1.9536,0.5109,0.8519
1498,2470.5,2421.0,269.0,41,76,13.6667,25.3333,0.5395,1.0204,122.6101,0.1259,3.4958,0.2858,0.7345
1499,2522.5,2462.5,273.6111,43,78,14.3333,26.0,0.5513,1.0244,125.575,0.1353,3.4504,0.2879,0.7425
1500,4484.5,4408.0,489.7778,49,117,16.3333,39.0,0.4188,1.0174,125.963,0.1766,5.8195,0.1718,0.6472
1501,2278.0,2233.5,248.1667,42,71,14.0,23.6667,0.5915,1.0199,122.1748,0.1156,2.8098,0.3521,0.7691
1502,1619.0,1563.0,173.6667,40,50,13.3333,16.6667,0.8,1.0358,123.6966,0.1068,1.6001,0.5967,0.8944
1504,1148.0,1123.5,124.8333,43,36,14.3333,12.0,1.1944,1.0218,119.6169,0.1231,0.7874,0.7495,1.0929
1505,3246.0,3176.0,352.8889,51,83,17.0,27.6667,0.6145,1.022,123.352,0.1134,2.7911,0.3582,0.7839
1506,2110.5,2073.0,230.3333,44,63,14.6667,21.0,0.6984,1.0181,123.4849,0.0891,2.1554,0.4639,0.8357
1507,1093.0,1059.5,117.7222,42,32,14.0,10.6667,1.3125,1.0316,125.7961,0.0974,0.5755,0.5725,1.1456
1508,2312.5,2269.0,252.1111,43,69,14.3333,23.0,0.6232,1.0192,121.6722,0.1019,2.6632,0.3744,0.7894
1509,4386.0,4319.5,479.9444,49,114,16.3333,38.0,0.4298,1.0154,126.0972,0.1691,5.5336,0.1806,0.6556
1510,2500.0,2458.5,273.1667,43,76,14.3333,25.3333,0.5658,1.0169,124.3928,0.1172,3.1692,0.3143,0.7522
1511,929.0,911.0,101.2222,39,32,13.0,10.6667,1.2188,1.0198,121.6207,0.1028,0.7386,0.7386,1.104
1512,3075.5,3015.5,335.0556,43,91,14.3333,30.3333,0.4725,1.0199,120.0452,0.1589,4.7095,0.2117,0.6874
1513,1422.0,1378.0,153.1111,42,44,14.0,14.6667,0.9545,1.0319,119.556,0.1114,1.2597,0.7657,0.977
1514,1197.0,1177.0,130.7778,42,36,14.0,12.0,1.1667,1.017,116.8351,0.0792,0.7386,0.6923,1.0801
1515,1928.5,1896.0,210.6667,46,55,15.3333,18.3333,0.8364,1.0171,121.3171,0.0656,1.4402,0.6842,0.9145
1516,893.5,860.0,95.5556,39,32,13.0,10.6667,1.2188,1.039,122.5153,0.1283,0.7479,0.552,1.104
1517,2547.0,2513.5,279.2778,43,78,14.3333,26.0,0.5513,1.0133,121.829,0.1162,3.2658,0.3058,0.7425
1518,3626.0,3572.5,396.9444,50,94,16.6667,31.3333,0.5319,1.015,124.8476,0.1301,3.5738,0.2795,0.7293
1519,1096.0,1067.5,118.6111,42,34,14.0,11.3333,1.2353,1.0267,119.8898,0.0916,0.6812,0.6763,1.1114
1520,1988.5,1921.5,213.5,43,63,14.3333,21.0,0.6825,1.0349,122.005,0.13,2.3612,0.4196,0.8262
1521,2433.0,2378.0,264.2222,41,80,13.6667,26.6667,0.5125,1.0231,127.148,0.1414,3.8134,0.2621,0.7159
1523,1711.5,1680.5,186.7222,42,54,14.0,18.0,0.7778,1.0184,120.0835,0.0741,1.7472,0.5682,0.8819
1524,1764.5,1730.5,192.2778,41,56,13.6667,18.6667,0.7321,1.0196,123.111,0.0904,1.9767,0.4999,0.8557
1525,2774.0,2716.5,301.8333,43,86,14.3333,28.6667,0.5,1.0212,120.1038,0.1489,4.2644,0.2342,0.7071
1527,2978.5,2889.5,321.0556,38,109,12.6667,36.3333,0.3486,1.0308,123.8236,0.2471,8.4386,0.1185,0.5904
1528,2009.0,1965.5,218.3889,41,64,13.6667,21.3333,0.6406,1.0221,123.4637,0.1474,2.6608,0.374,0.8004
1529,2875.5,2814.5,312.7222,44,88,14.6667,29.3333,0.5,1.0217,126.5007,0.1513,4.1326,0.2401,0.7071
1530,1765.0,1735.0,192.7778,38,60,12.6667,20.0,0.6333,1.0173,120.9081,0.0925,2.515,0.393,0.7958
1531,1973.0,1936.5,215.1667,42,63,14.0,21.0,0.6667,1.0188,126.1054,0.0945,2.2383,0.4376,0.8165
1532,1373.0,1333.5,148.1667,33,52,11.0,17.3333,0.6346,1.0296,117.9815,0.1381,2.718,0.3679,0.7966
1533,2310.0,2247.5,249.7222,42,75,14.0,25.0,0.56,1.0278,125.8495,0.1386,3.3972,0.2928,0.7483
1534,2615.0,2586.0,287.3333,49,69,16.3333,23.0,0.7101,1.0112,122.9929,0.0732,1.9296,0.5181,0.8427
1535,1297.5,1279.0,142.1111,47,34,15.6667,11.3333,1.3824,1.0145,123.1095,0.0896,0.542,0.5412,1.1757
1536,2290.5,2247.5,249.7222,51,56,17.0,18.6667,0.9107,1.0191,115.3787,0.073,1.2763,0.7793,0.9543
1537,2683.5,2652.5,294.7222,51,65,17.0,21.6667,0.7846,1.0117,120.4593,0.0619,1.6558,0.6024,0.8858
1538,3102.5,3025.0,336.1111,45,96,15.0,32.0,0.4688,1.0256,124.6851,0.1814,4.9452,0.2019,0.6847
1540,1903.0,1864.0,207.1111,44,57,14.6667,19.0,0.7719,1.0209,125.0733,0.0801,1.7607,0.5644,0.8786
1541,2200.5,2130.0,236.6667,49,64,16.3333,21.3333,0.7656,1.0331,129.1036,0.1133,1.6535,0.544,0.875
1542,3354.0,3068.5,340.9444,42,110,14.0,36.6667,0.3818,1.093,122.679,0.2744,8.3507,0.1193,0.6179
1543,2967.0,2745.0,305.0,43,92,14.3333,30.6667,0.4674,1.0809,124.7799,0.2142,5.3231,0.1872,0.6837
1544,1624.0,1594.0,177.1111,38,55,12.6667,18.3333,0.6909,1.0188,118.1856,0.1008,2.1478,0.4655,0.8312
1545,2150.5,2097.0,233.0,42,69,14.0,23.0,0.6087,1.0255,123.3312,0.1122,2.8438,0.3483,0.7802
1546,3656.0,3562.5,395.8333,48,100,16.0,33.3333,0.48,1.0262,120.6639,0.159,4.6659,0.2136,0.6928
1547,3301.0,3123.0,347.0,47,85,15.6667,28.3333,0.5529,1.057,121.8929,0.166,3.6396,0.2741,0.7436
1548,2686.5,2628.0,292.0,46,78,15.3333,26.0,0.5897,1.0223,121.8185,0.1347,2.9799,0.3355,0.7679
1549,1228.5,1187.0,131.8889,48,32,16.0,10.6667,1.5,1.035,123.4668,0.1177,0.4613,0.4525,1.2247
1550,2811.5,2752.0,305.7778,43,84,14.3333,28.0,0.5119,1.0216,125.5569,0.1345,3.9085,0.2556,0.7155
1551,1896.5,1859.5,206.6111,43,57,14.3333,19.0,0.7544,1.0199,124.1357,0.1112,1.839,0.5382,0.8686
1552,3166.5,3116.0,346.2222,45,90,15.0,30.0,0.5,1.0162,127.3341,0.134,4.0086,0.2495,0.7071
1553,2506.5,2461.5,273.5,46,71,15.3333,23.6667,0.6479,1.0183,124.7499,0.0947,2.3643,0.4225,0.8049
1554,1187.5,1160.0,128.8889,38,42,12.6667,14.0,0.9048,1.0237,121.2177,0.1128,1.3505,0.7325,0.9512
1555,1852.5,1821.0,202.3333,42,60,14.0,20.0,0.7,1.0173,126.0491,0.0934,2.1227,0.4708,0.8367
1556,2340.5,2306.0,256.2222,50,61,16.6667,20.3333,0.8197,1.015,123.379,0.063,1.5118,0.6609,0.9054
1557,892.5,877.5,97.5,39,30,13.0,10.0,1.3,1.0171,121.0505,0.0935,0.6374,0.6292,1.1402
1558,715.0,700.5,77.8333,34,27,11.3333,9.0,1.2593,1.0207,108.2691,0.0818,0.677,0.6606,1.1222
1560,2470.0,2403.5,267.0556,40,81,13.3333,27.0,0.4938,1.0277,125.489,0.1506,4.3912,0.2277,0.7027
1561,2314.5,2239.0,248.7778,36,91,12.0,30.3333,0.3956,1.0337,125.842,0.2193,7.1367,0.1391,0.629
1562,2961.0,2911.5,323.5,46,81,15.3333,27.0,0.5679,1.017,119.1968,0.1121,3.1074,0.3218,0.7536
1563,608.5,591.0,65.6667,43,20,14.3333,6.6667,2.15,1.0296,120.8905,0.1839,0.2153,0.2105,1.4663
1564,3703.5,3636.5,404.0556,51,91,17.0,30.3333,0.5604,1.0184,125.5906,0.1307,3.2961,0.3033,0.7486
1565,3611.0,3538.0,393.1111,53,82,17.6667,27.3333,0.6463,1.0206,128.0842,0.1167,2.6032,0.384,0.804
1566,3728.0,3641.5,404.6111,46,104,15.3333,34.6667,0.4423,1.0238,125.8293,0.1657,5.2593,0.1901,0.6651
1567,3432.0,3373.5,374.8333,51,87,17.0,29.0,0.5862,1.0173,121.5012,0.1109,3.0276,0.3299,0.7656
1568,2363.5,2295.5,255.0556,49,60,16.3333,20.0,0.8167,1.0296,121.6055,0.1229,1.6578,0.5688,0.9037
1569,2689.5,2636.0,292.8889,42,83,14.0,27.6667,0.506,1.0203,126.8898,0.1416,4.1934,0.2385,0.7114
1570,2420.0,2374.0,263.7778,45,72,15.0,24.0,0.625,1.0194,120.6332,0.1082,2.7044,0.3686,0.7906
1571,1984.0,1932.5,214.7222,42,58,14.0,19.3333,0.7241,1.0266,122.7619,0.1043,1.9439,0.4731,0.851
1572,2102.0,2072.0,230.2222,51,54,17.0,18.0,0.9444,1.0145,122.0993,0.0556,1.1461,0.8522,0.9718
1573,2268.5,2228.0,247.5556,54,56,18.0,18.6667,0.9643,1.0182,126.3781,0.0688,1.1738,0.8174,0.982
1574,3155.0,3107.5,345.2778,45,88,15.0,29.3333,0.5114,1.0153,125.0028,0.1266,3.7804,0.2635,0.7151
1575,1760.5,1728.0,192.0,42,55,14.0,18.3333,0.7636,1.0188,123.1029,0.0763,1.8025,0.5536,0.8739
1576,2510.0,2456.5,272.9444,46,67,15.3333,22.3333,0.6866,1.0218,123.9619,0.1004,2.1166,0.4725,0.8286
1577,3629.5,3558.0,395.3333,55,85,18.3333,28.3333,0.6471,1.0201,129.4956,0.1034,2.4736,0.4028,0.8044
1578,2252.0,2216.0,246.2222,40,70,13.3333,23.3333,0.5714,1.0162,126.0291,0.1062,3.128,0.3196,0.7559
1580,3236.5,3183.5,353.7222,46,94,15.3333,31.3333,0.4894,1.0166,125.9404,0.1425,4.2169,0.2367,0.6995
1581,1878.5,1845.5,205.0556,44,58,14.6667,19.3333,0.7586,1.0179,121.8169,0.0795,1.7806,0.5388,0.871
1583,1501.5,1466.0,162.8889,37,50,12.3333,16.6667,0.74,1.0242,122.8429,0.0885,1.8626,0.5252,0.8602
1584,3106.0,2927.0,325.2222,40,99,13.3333,33.0,0.404,1.0612,118.896,0.2194,6.9687,0.1434,0.6356
1585,1582.0,1537.5,170.8333,40,49,13.3333,16.3333,0.8163,1.0289,122.5641,0.1041,1.5867,0.6113,0.9035
1586,2261.0,2218.5,246.5,41,72,13.6667,24.0,0.5694,1.0192,125.5091,0.1147,3.1536,0.3171,0.7546
1587,997.5,969.0,107.6667,34,40,11.3333,13.3333,0.85,1.0294,119.1003,0.1272,1.7279,0.5724,0.922
1588,2089.5,2057.5,228.6111,36,74,12.0,24.6667,0.4865,1.0156,119.1672,0.1361,4.1995,0.2365,0.6975
1589,2725.0,2676.5,297.3889,44,78,14.6667,26.0,0.5641,1.0181,122.7567,0.1174,3.3184,0.3006,0.7511
1591,2825.0,2749.0,305.4444,42,91,14.0,30.3333,0.4615,1.0276,125.2529,0.1807,5.158,0.1893,0.6794
1592,2446.5,2376.5,264.0556,38,86,12.6667,28.6667,0.4419,1.0295,118.1788,0.184,5.5672,0.179,0.6647
1593,1789.0,1731.5,192.3889,35,63,11.6667,21.0,0.5556,1.0332,118.8246,0.1634,3.5682,0.2801,0.7454
1595,2566.0,2520.0,280.0,44,74,14.6667,24.6667,0.5946,1.0183,119.3321,0.1014,2.8247,0.3537,0.7711
1596,2686.5,2644.0,293.7778,49,72,16.3333,24.0,0.6806,1.0161,123.6093,0.0894,2.2279,0.4455,0.825
1597,2579.5,2517.5,279.7222,43,76,14.3333,25.3333,0.5658,1.0246,119.5518,0.1185,3.2593,0.3031,0.7522
1598,2803.5,2708.0,300.8889,43,81,14.3333,27.0,0.5309,1.0353,123.4684,0.1526,3.5578,0.2795,0.7286
1599,1848.5,1824.5,202.7222,44,54,14.6667,18.0,0.8148,1.0132,125.7799,0.0592,1.5578,0.6345,0.9027
1600,1007.5,977.5,108.6111,40,31,13.3333,10.3333,1.2903,1.0307,125.4623,0.105,0.6305,0.6288,1.1359
1601,1057.5,1033.0,114.7778,43,34,14.3333,11.3333,1.2647,1.0237,120.6288,0.1162,0.7451,0.7319,1.1246
1602,2260.0,2216.5,246.2778,46,66,15.3333,22.0,0.697,1.0196,122.1733,0.0885,2.169,0.4566,0.8348
1603,1168.5,1135.5,126.1667,41,41,13.6667,13.6667,1.0,1.0291,120.9683,0.1291,1.2389,0.741,0
1604,2614.5,2570.5,285.6111,48,74,16.0,24.6667,0.6486,1.0171,122.3849,0.1047,2.4594,0.4066,0.8054
1605,2042.5,1997.0,221.8889,34,79,11.3333,26.3333,0.4304,1.0228,117.4599,0.1729,5.5842,0.1787,0.656
1607,1513.5,1478.5,164.2778,32,58,10.6667,19.3333,0.5517,1.0237,121.7084,0.1234,3.4658,0.2875,0.7428
1608,1921.0,1893.0,210.3333,41,60,13.6667,20.0,0.6833,1.0148,125.5516,0.0794,2.1857,0.4574,0.8266
1609,484.0,456.5,50.7222,22,31,7.3333,10.3333,0.7097,1.0602,108.1636,0.1212,2.0829,0.4798,0.8424
1611,1493.0,1465.0,162.7778,37,51,12.3333,17.0,0.7255,1.0191,117.8765,0.0721,1.952,0.5077,0.8518
1612,1721.0,1675.5,186.1667,37,60,12.3333,20.0,0.6167,1.0272,122.0542,0.1464,2.8772,0.3446,0.7853
1613,2211.0,2168.5,240.9444,41,73,13.6667,24.3333,0.5616,1.0196,126.1972,0.1232,3.2155,0.3082,0.7494
1614,2025.5,1982.5,220.2778,37,74,12.3333,24.6667,0.5,1.0217,120.7172,0.1504,4.0761,0.2453,0.7071
1616,3103.5,3041.0,337.8889,47,86,15.6667,28.6667,0.5465,1.0206,123.186,0.1247,3.4199,0.2913,0.7393
1617,697.5,675.5,75.0556,46,22,15.3333,7.3333,2.0909,1.0326,125.337,0.1907,0.2489,0.2447,1.446
1618,2204.0,2162.0,240.2222,47,59,15.6667,19.6667,0.7966,1.0194,121.3003,0.1126,1.8007,0.5553,0.8925
1619,3123.0,3060.0,340.0,55,78,18.3333,26.0,0.7051,1.0206,125.6248,0.1146,2.1304,0.4669,0.8397
1620,2488.5,2446.5,271.8333,45,71,15.0,23.6667,0.6338,1.0172,121.3669,0.0936,2.4901,0.4003,0.7961
1621,1406.5,1377.0,153.0,41,41,13.6667,13.6667,1.0,1.0214,119.4539,0.0764,1.0144,0.895,0
1622,1969.5,1931.5,214.6111,39,65,13.0,21.6667,0.6,1.0197,116.4363,0.0992,2.72,0.3674,0.7746
1623,2054.0,2014.0,223.7778,41,64,13.6667,21.3333,0.6406,1.0199,120.3255,0.098,2.4758,0.4028,0.8004
1624,3293.0,3148.5,349.8333,55,90,18.3333,30.0,0.6111,1.0459,121.8568,0.2269,3.93,0.2544,0.7817
1625,5875.5,5734.0,637.1111,58,140,19.3333,46.6667,0.4143,1.0247,125.8061,0.2169,6.4988,0.1537,0.6437
1626,3119.5,3047.0,338.5556,48,86,16.0,28.6667,0.5581,1.0238,126.2346,0.1303,3.3844,0.2947,0.7471
1627,1228.5,1204.5,133.8333,38,41,12.6667,13.6667,0.9268,1.0199,121.8603,0.0943,1.2012,0.8097,0.9627
1628,2465.5,2427.5,269.7222,42,74,14.0,24.6667,0.5676,1.0157,126.6449,0.1079,3.1595,0.3159,0.7534
1629,3792.0,3681.0,409.0,48,97,16.0,32.3333,0.4948,1.0302,124.6316,0.1653,4.1917,0.2363,0.7035
1630,3940.0,3840.0,426.6667,50,95,16.6667,31.6667,0.5263,1.026,127.669,0.1459,3.8091,0.2599,0.7255
1631,1133.0,1091.5,121.2778,24,61,8.0,20.3333,0.3934,1.038,118.2666,0.2015,7.1355,0.1381,0.6273
1632,3306.5,3255.5,361.7222,47,93,15.6667,31.0,0.5054,1.0157,125.8631,0.1402,3.9666,0.2519,0.7109
1633,3173.5,3112.5,345.8333,53,80,17.6667,26.6667,0.6625,1.0196,123.6983,0.0979,2.3698,0.422,0.8139
1635,1706.0,1683.5,187.0556,47,45,15.6667,15.0,1.0444,1.0134,117.6558,0.0745,0.9808,0.7619,1.022
1636,2780.5,2734.0,303.7778,50,73,16.6667,24.3333,0.6849,1.017,121.9465,0.0884,2.2342,0.4423,0.8276
1638,3626.0,3567.5,396.3889,50,94,16.6667,31.3333,0.5319,1.0164,125.3298,0.1266,3.6227,0.2756,0.7293
1639,2664.0,2605.0,289.4444,47,68,15.6667,22.6667,0.6912,1.0226,125.0831,0.0964,2.1266,0.4665,0.8314
1640,5093.0,4958.5,550.9444,50,134,16.6667,44.6667,0.3731,1.0271,124.3635,0.2172,7.0596,0.1416,0.6108
