Frame Index ,Area (microns^2) ,Centroid X (microns) ,Centroid Y (microns) ,Width (microns) ,Height (microns) ,Aspect Ratio ,Solidity
        675 ,      39703500.0 ,                 630 ,                 150 ,            540 ,             360 ,      1.5    ,  0.978
        676 ,      54009000.0 ,                 610 ,                1340 ,            420 ,             640 ,      0.6562 ,  0.9812
        677 ,      76780500.0 ,                 630 ,                1650 ,            500 ,             760 ,      0.6579 ,  0.9847
        678 ,      79993500.0 ,                 640 ,                1320 ,            510 ,             800 ,      0.6375 ,  0.9822
        679 ,      42457500.0 ,                 630 ,                2370 ,            520 ,             410 ,      1.2683 ,  0.9851
        680 ,     208131000.0 ,                 630 ,                1540 ,            660 ,            1550 ,      0.4258 ,  0.9839
        681 ,      72012000.0 ,                 710 ,                 460 ,            580 ,             850 ,      0.6824 ,  0.8632
        682 ,      80299500.0 ,                 670 ,                1060 ,            530 ,             770 ,      0.6883 ,  0.9872
        683 ,      64489500.0 ,                 610 ,                2070 ,            460 ,             700 ,      0.6571 ,  0.9821
        684 ,      64107000.0 ,                 600 ,                 500 ,            470 ,             700 ,      0.6714 ,  0.9818
        686 ,      86215500.0 ,                 680 ,                 980 ,            540 ,             800 ,      0.675  ,  0.9854
        688 ,      82467000.0 ,                 650 ,                 880 ,            550 ,             790 ,      0.6962 ,  0.9829
        689 ,      74026500.0 ,                 640 ,                2170 ,            460 ,             790 ,      0.5823 ,  0.9858
        690 ,      83716500.0 ,                 630 ,                 660 ,            520 ,             850 ,      0.6118 ,  0.9821
        691 ,      66376500.0 ,                 650 ,                1180 ,            510 ,             660 ,      0.7727 ,  0.9846
        692 ,      81549000.0 ,                 640 ,                2110 ,            560 ,             760 ,      0.7368 ,  0.9769
        693 ,      78157500.0 ,                 630 ,                 560 ,            560 ,             730 ,      0.7671 ,  0.9846
        694 ,      65535000.0 ,                 620 ,                 890 ,            470 ,             700 ,      0.6714 ,  0.9828
        697 ,      86929500.0 ,                 630 ,                1410 ,            510 ,             860 ,      0.593  ,  0.9832
        698 ,      68289000.0 ,                 670 ,                1460 ,            470 ,             820 ,      0.5732 ,  0.9622
        699 ,      52836000.0 ,                 650 ,                1770 ,            460 ,             580 ,      0.7931 ,  0.9813
        700 ,      41947500.0 ,                 640 ,                 200 ,            430 ,             450 ,      0.9556 ,  0.9819
        701 ,      98914500.0 ,                 670 ,                1720 ,            600 ,             820 ,      0.7317 ,  0.9851
        702 ,      79356000.0 ,                 660 ,                 270 ,            600 ,             610 ,      0.9836 ,  0.9855
        703 ,      63699000.0 ,                 670 ,                1830 ,            500 ,             640 ,      0.7812 ,  0.9841
        704 ,      78132000.0 ,                 630 ,                1780 ,            520 ,             770 ,      0.6753 ,  0.9805
        705 ,      64515000.0 ,                 620 ,                 270 ,            510 ,             600 ,      0.85   ,  0.9845
        706 ,     106845000.0 ,                 670 ,                1800 ,            530 ,             990 ,      0.5354 ,  0.9831
        707 ,      81192000.0 ,                 640 ,                 320 ,            510 ,             720 ,      0.7083 ,  0.9861
        708 ,      45874500.0 ,                 660 ,                 840 ,            400 ,             570 ,      0.7018 ,  0.9788
        709 ,      57757500.0 ,                 640 ,                1440 ,            450 ,             670 ,      0.6716 ,  0.9776
        710 ,      74179500.0 ,                 640 ,                1970 ,            490 ,             770 ,      0.6364 ,  0.9848
        711 ,      62373000.0 ,                 640 ,                1490 ,            490 ,             640 ,      0.7656 ,  0.9856
        712 ,      44701500.0 ,                 630 ,                1960 ,            470 ,             490 ,      0.9592 ,  0.9822
        713 ,      48552000.0 ,                 610 ,                 410 ,            490 ,             520 ,      0.9423 ,  0.9792
        714 ,      50133000.0 ,                 650 ,                1560 ,            450 ,             580 ,      0.7759 ,  0.9831
        715 ,      73848000.0 ,                 640 ,                1460 ,            480 ,             780 ,      0.6154 ,  0.9847
        716 ,      23179500.0 ,                 620 ,                 100 ,            480 ,             260 ,      1.8462 ,  0.9638
        720 ,     126021000.0 ,                 660 ,                1290 ,            640 ,             970 ,      0.6598 ,  0.9897
        722 ,      71706000.0 ,                 690 ,                1160 ,            450 ,             800 ,      0.5625 ,  0.9834
        723 ,      51561000.0 ,                 660 ,                1270 ,            420 ,             620 ,      0.6774 ,  0.9811
        724 ,     102637500.0 ,                 650 ,                 920 ,            560 ,             900 ,      0.6222 ,  0.9855
        725 ,      78030000.0 ,                 640 ,                1690 ,            520 ,             790 ,      0.6582 ,  0.982
        726 ,      55845000.0 ,                 630 ,                 220 ,            510 ,             530 ,      0.9623 ,  0.9839
        727 ,      62679000.0 ,                 630 ,                2260 ,            460 ,             630 ,      0.7302 ,  0.9834
        728 ,      80580000.0 ,                 620 ,                 760 ,            490 ,             820 ,      0.5976 ,  0.9808
        729 ,      75939000.0 ,                 610 ,                2050 ,            540 ,             730 ,      0.7397 ,  0.983
        730 ,      74256000.0 ,                 590 ,                 570 ,            520 ,             710 ,      0.7324 ,  0.9867
        731 ,      57018000.0 ,                 630 ,                2280 ,            450 ,             610 ,      0.7377 ,  0.9793
        732 ,      69360000.0 ,                 610 ,                 740 ,            470 ,             710 ,      0.662  ,  0.9854
        733 ,      78208500.0 ,                 630 ,                1340 ,            480 ,             790 ,      0.6076 ,  0.9848
        734 ,      63877500.0 ,                 610 ,                1020 ,            430 ,             730 ,      0.589  ,  0.9837
        735 ,      71119500.0 ,                 620 ,                 960 ,            510 ,             740 ,      0.6892 ,  0.9811
        736 ,      73083000.0 ,                 640 ,                1340 ,            470 ,             820 ,      0.5732 ,  0.9821
        737 ,      76219500.0 ,                 650 ,                1890 ,            480 ,             800 ,      0.6    ,  0.98
        738 ,      68110500.0 ,                 640 ,                 320 ,            480 ,             700 ,      0.6857 ,  0.9777
        740 ,      67422000.0 ,                 590 ,                 510 ,            470 ,             730 ,      0.6438 ,  0.982
        741 ,      72267000.0 ,                 600 ,                1180 ,            500 ,             730 ,      0.6849 ,  0.9809
        742 ,      78744000.0 ,                 640 ,                1420 ,            530 ,             740 ,      0.7162 ,  0.9824
        743 ,      61863000.0 ,                 620 ,                1000 ,            420 ,             870 ,      0.4828 ,  0.9313
        744 ,      65637000.0 ,                 620 ,                1430 ,            500 ,             680 ,      0.7353 ,  0.9824
        745 ,      47863500.0 ,                 650 ,                1250 ,            450 ,             560 ,      0.8036 ,  0.9783
        746 ,      70456500.0 ,                 670 ,                2140 ,            450 ,             770 ,      0.5844 ,  0.9825
        747 ,      74664000.0 ,                 650 ,                 570 ,            490 ,             770 ,      0.6364 ,  0.9844
        748 ,      67881000.0 ,                 650 ,                1270 ,            490 ,             750 ,      0.6533 ,  0.9791
        749 ,      67575000.0 ,                 610 ,                2110 ,            480 ,             700 ,      0.6857 ,  0.9824
        750 ,      67116000.0 ,                 600 ,                 560 ,            510 ,             700 ,      0.7286 ,  0.9826
        751 ,      81243000.0 ,                 660 ,                1780 ,            490 ,             810 ,      0.6049 ,  0.9844
        752 ,      83359500.0 ,                 650 ,                 790 ,            520 ,             810 ,      0.642  ,  0.9862
        753 ,      69487500.0 ,                 640 ,                1020 ,            540 ,             690 ,      0.7826 ,  0.9816
        754 ,      52326000.0 ,                 640 ,                2180 ,            450 ,             620 ,      0.7258 ,  0.9794
        755 ,      53448000.0 ,                 620 ,                 570 ,            450 ,             610 ,      0.7377 ,  0.9768
        756 ,      75250500.0 ,                 650 ,                1420 ,            500 ,             760 ,      0.6579 ,  0.9842
        757 ,      80197500.0 ,                 650 ,                 920 ,            490 ,             850 ,      0.5765 ,  0.9815
        758 ,      55819500.0 ,                 620 ,                1920 ,            430 ,             650 ,      0.6615 ,  0.9814
        759 ,      53269500.0 ,                 600 ,                 330 ,            410 ,             630 ,      0.6508 ,  0.9805
        760 ,      62628000.0 ,                 700 ,                1450 ,            460 ,             740 ,      0.6216 ,  0.9818
        761 ,      58803000.0 ,                 660 ,                1980 ,            470 ,             640 ,      0.7344 ,  0.9823
        762 ,      55870500.0 ,                 630 ,                 380 ,            450 ,             630 ,      0.7143 ,  0.9791
        763 ,      54493500.0 ,                 640 ,                1610 ,            410 ,             650 ,      0.6308 ,  0.983
        764 ,      81013500.0 ,                 650 ,                2070 ,            540 ,             770 ,      0.7013 ,  0.9792
        765 ,      79381500.0 ,                 640 ,                 500 ,            520 ,             760 ,      0.6842 ,  0.9823
        766 ,      70227000.0 ,                 630 ,                1500 ,            510 ,             700 ,      0.7286 ,  0.9825
        767 ,      57375000.0 ,                 640 ,                1600 ,            440 ,             680 ,      0.6471 ,  0.9801
        768 ,      48526500.0 ,                 620 ,                 920 ,            370 ,             630 ,      0.5873 ,  0.9812
        769 ,      54009000.0 ,                 630 ,                1030 ,            410 ,             660 ,      0.6212 ,  0.9801
        770 ,      56355000.0 ,                 640 ,                 810 ,            400 ,             700 ,      0.5714 ,  0.9841
        771 ,      80860500.0 ,                 670 ,                2140 ,            510 ,             780 ,      0.6538 ,  0.9873
        772 ,      83589000.0 ,                 660 ,                 630 ,            530 ,             800 ,      0.6625 ,  0.9856
        773 ,      64183500.0 ,                 640 ,                1290 ,            490 ,             680 ,      0.7206 ,  0.9807
        774 ,      74460000.0 ,                 650 ,                1790 ,            540 ,             730 ,      0.7397 ,  0.9786
        775 ,      61888500.0 ,                 650 ,                 270 ,            510 ,             610 ,      0.8361 ,  0.9779
        776 ,      80886000.0 ,                 640 ,                1170 ,            510 ,             810 ,      0.6296 ,  0.9821
        777 ,      56023500.0 ,                 640 ,                1240 ,            480 ,             610 ,      0.7869 ,  0.9785
        778 ,      60715500.0 ,                 620 ,                2250 ,            470 ,             630 ,      0.746  ,  0.9733
        779 ,      63877500.0 ,                 640 ,                2080 ,            460 ,             730 ,      0.6301 ,  0.9758
        780 ,      65458500.0 ,                 660 ,                1050 ,            460 ,             710 ,      0.6479 ,  0.9834
        781 ,      80758500.0 ,                 630 ,                1250 ,            530 ,             800 ,      0.6625 ,  0.9821
        782 ,      59619000.0 ,                 680 ,                1990 ,            410 ,             770 ,      0.5325 ,  0.9776
        784 ,      91315500.0 ,                 670 ,                1960 ,            590 ,             780 ,      0.7564 ,  0.9857
        785 ,      87720000.0 ,                 640 ,                 440 ,            620 ,             760 ,      0.8158 ,  0.9832
        786 ,      78106500.0 ,                 630 ,                1360 ,            500 ,             830 ,      0.6024 ,  0.9808
        787 ,      65229000.0 ,                 690 ,                1700 ,            490 ,             690 ,      0.7101 ,  0.981
        788 ,      44854500.0 ,                 670 ,                 200 ,            470 ,             460 ,      1.0217 ,  0.9845
        789 ,      56610000.0 ,                 640 ,                2280 ,            450 ,             600 ,      0.75   ,  0.9821
        790 ,      66351000.0 ,                 620 ,                 750 ,            480 ,             690 ,      0.6957 ,  0.9826
        791 ,      52887000.0 ,                 630 ,                 930 ,            450 ,             640 ,      0.7031 ,  0.9813
        792 ,     115209000.0 ,                 650 ,                1220 ,            640 ,             940 ,      0.6809 ,  0.9844
        793 ,      49444500.0 ,                 630 ,                1530 ,            430 ,             580 ,      0.7414 ,  0.9852
        794 ,      97282500.0 ,                 630 ,                1600 ,            520 ,             920 ,      0.5652 ,  0.9854
        796 ,      97486500.0 ,                 630 ,                1360 ,            560 ,             860 ,      0.6512 ,  0.9866
        797 ,      52555500.0 ,                 690 ,                1220 ,            440 ,             600 ,      0.7333 ,  0.9817
        798 ,     110568000.0 ,                 670 ,                2110 ,            590 ,             890 ,      0.6629 ,  0.9881
        799 ,     113934000.0 ,                 650 ,                 620 ,            610 ,             900 ,      0.6778 ,  0.9834
        800 ,      75327000.0 ,                 630 ,                1240 ,            510 ,             760 ,      0.6711 ,  0.9842
        801 ,      69844500.0 ,                 610 ,                1750 ,            510 ,             710 ,      0.7183 ,  0.9855
        802 ,      56380500.0 ,                 590 ,                 240 ,            500 ,             550 ,      0.9091 ,  0.9735
        803 ,     220804500.0 ,                 640 ,                1970 ,            870 ,            1240 ,      0.7016 ,  0.9847
        804 ,     227638500.0 ,                 630 ,                 710 ,            860 ,            1310 ,      0.6565 ,  0.9886
        805 ,      54060000.0 ,                 640 ,                1690 ,            460 ,             620 ,      0.7419 ,  0.9822
        806 ,      34629000.0 ,                 630 ,                 160 ,            440 ,             370 ,      1.1892 ,  0.9837
        807 ,      55309500.0 ,                 660 ,                1080 ,            400 ,             680 ,      0.5882 ,  0.9847
        810 ,      64617000.0 ,                 630 ,                1620 ,            450 ,             720 ,      0.625  ,  0.9835
        811 ,      55666500.0 ,                 620 ,                1880 ,            440 ,             640 ,      0.6875 ,  0.9825
        812 ,      49648500.0 ,                 600 ,                 290 ,            400 ,             600 ,      0.6667 ,  0.9742
        813 ,      73032000.0 ,                 640 ,                1270 ,            500 ,             740 ,      0.6757 ,  0.9856
        814 ,      70329000.0 ,                 630 ,                1450 ,            490 ,             730 ,      0.6712 ,  0.9825
        815 ,      73567500.0 ,                 670 ,                 900 ,            520 ,             730 ,      0.7123 ,  0.985
        816 ,      60333000.0 ,                 630 ,                1010 ,            470 ,             650 ,      0.7231 ,  0.9828
        817 ,      46614000.0 ,                 670 ,                1070 ,            390 ,             580 ,      0.6724 ,  0.9821
        818 ,      66172500.0 ,                 630 ,                1450 ,            490 ,             700 ,      0.7    ,  0.987
        819 ,      64948500.0 ,                 690 ,                2080 ,            460 ,             740 ,      0.6216 ,  0.9819
        820 ,     161083500.0 ,                 640 ,                1940 ,            600 ,            1320 ,      0.4545 ,  0.982
        821 ,     154198500.0 ,                 630 ,                 570 ,            590 ,            1220 ,      0.4836 ,  0.9826
        822 ,      60358500.0 ,                 640 ,                1280 ,            440 ,             710 ,      0.6197 ,  0.9796
        823 ,     195049500.0 ,                 670 ,                1900 ,            830 ,            1150 ,      0.7217 ,  0.9875
        824 ,     193264500.0 ,                 650 ,                 690 ,            830 ,            1130 ,      0.7345 ,  0.9876
        825 ,     275655000.0 ,                 710 ,                1650 ,            750 ,            1860 ,      0.4032 ,  0.964
        826 ,     184416000.0 ,                 720 ,                 720 ,            710 ,            1350 ,      0.5259 ,  0.9362
        827 ,      67804500.0 ,                 650 ,                1260 ,            470 ,             740 ,      0.6351 ,  0.9828
        828 ,      71272500.0 ,                 680 ,                1450 ,            530 ,             740 ,      0.7162 ,  0.9828
        830 ,      77749500.0 ,                 640 ,                1420 ,            500 ,             780 ,      0.641  ,  0.9842
        831 ,      82186500.0 ,                 620 ,                1480 ,            490 ,             830 ,      0.5904 ,  0.9853
        832 ,      49368000.0 ,                 650 ,                2120 ,            400 ,             610 ,      0.6557 ,  0.98
        833 ,      50923500.0 ,                 630 ,                 490 ,            420 ,             610 ,      0.6885 ,  0.9789
        834 ,      69207000.0 ,                 630 ,                1570 ,            440 ,             770 ,      0.5714 ,  0.9854
        835 ,      73746000.0 ,                 630 ,                1130 ,            500 ,             740 ,      0.6757 ,  0.9842
        837 ,      50847000.0 ,                 610 ,                1640 ,            440 ,             580 ,      0.7586 ,  0.9839
        838 ,     105825000.0 ,                 670 ,                1960 ,            570 ,             930 ,      0.6129 ,  0.9814
        839 ,     103530000.0 ,                 660 ,                 490 ,            570 ,             920 ,      0.6196 ,  0.9834
        840 ,      77749500.0 ,                 620 ,                1740 ,            510 ,             750 ,      0.68   ,  0.9853
        841 ,      60843000.0 ,                 610 ,                 250 ,            500 ,             570 ,      0.8772 ,  0.9806
        842 ,      75990000.0 ,                 670 ,                1430 ,            510 ,             750 ,      0.68   ,  0.9862
        843 ,      72624000.0 ,                 650 ,                1920 ,            470 ,             820 ,      0.5732 ,  0.9797
        844 ,      67957500.0 ,                 640 ,                 350 ,            470 ,             730 ,      0.6438 ,  0.9774
        845 ,      70431000.0 ,                 640 ,                2230 ,            460 ,             710 ,      0.6479 ,  0.9805
        846 ,      84328500.0 ,                 620 ,                 740 ,            480 ,             880 ,      0.5455 ,  0.9745
        847 ,      66198000.0 ,                 640 ,                1680 ,            490 ,             680 ,      0.7206 ,  0.9834
        848 ,      41157000.0 ,                 620 ,                 180 ,            470 ,             420 ,      1.119  ,  0.9819
        849 ,     106768500.0 ,                 660 ,                1820 ,            570 ,             950 ,      0.6    ,  0.9794
        850 ,      89173500.0 ,                 650 ,                 360 ,            540 ,             760 ,      0.7105 ,  0.975
        851 ,      78055500.0 ,                 660 ,                 800 ,            510 ,             790 ,      0.6456 ,  0.9792
        852 ,      66198000.0 ,                 650 ,                1460 ,            470 ,             720 ,      0.6528 ,  0.9845
        853 ,      67549500.0 ,                 640 ,                 790 ,            460 ,             760 ,      0.6053 ,  0.9835
        854 ,      52377000.0 ,                 640 ,                1730 ,            460 ,             570 ,      0.807  ,  0.9809
        855 ,      36235500.0 ,                 620 ,                 170 ,            430 ,             400 ,      1.075  ,  0.9808
        856 ,      67141500.0 ,                 610 ,                1510 ,            460 ,             730 ,      0.6301 ,  0.983
        857 ,      56100000.0 ,                 670 ,                1090 ,            430 ,             640 ,      0.6719 ,  0.9842
        858 ,     130560000.0 ,                 640 ,                1710 ,            520 ,            1230 ,      0.4228 ,  0.9824
        859 ,      86700000.0 ,                 620 ,                 330 ,            540 ,             750 ,      0.72   ,  0.9806
        860 ,      68110500.0 ,                 670 ,                1690 ,            480 ,             720 ,      0.6667 ,  0.9833
        861 ,      47353500.0 ,                 660 ,                 200 ,            480 ,             460 ,      1.0435 ,  0.9837
        862 ,      84456000.0 ,                 600 ,                2130 ,            490 ,             840 ,      0.5833 ,  0.9803
        863 ,      83742000.0 ,                 600 ,                 580 ,            490 ,             840 ,      0.5833 ,  0.9868
        864 ,      67090500.0 ,                 660 ,                1290 ,            480 ,             770 ,      0.6234 ,  0.9836
        865 ,      62755500.0 ,                 650 ,                2310 ,            590 ,             560 ,      1.0536 ,  0.9782
        866 ,     176001000.0 ,                 630 ,                1360 ,            670 ,            1330 ,      0.5038 ,  0.9785
        867 ,      94044000.0 ,                 620 ,                 280 ,            680 ,             640 ,      1.0625 ,  0.9861
        868 ,     164143500.0 ,                 630 ,                1900 ,            670 ,            1220 ,      0.5492 ,  0.9845
        869 ,     148410000.0 ,                 620 ,                 530 ,            670 ,            1080 ,      0.6204 ,  0.9872
        870 ,      60792000.0 ,                 680 ,                 930 ,            470 ,             690 ,      0.6812 ,  0.9817
        871 ,      84226500.0 ,                 620 ,                 790 ,            540 ,             830 ,      0.6506 ,  0.9827
        872 ,      76831500.0 ,                 610 ,                2140 ,            530 ,             770 ,      0.6883 ,  0.9825
        873 ,      71196000.0 ,                 600 ,                 590 ,            510 ,             730 ,      0.6986 ,  0.9824
        874 ,      46512000.0 ,                 660 ,                2330 ,            450 ,             510 ,      0.8824 ,  0.9782
        875 ,      64107000.0 ,                 650 ,                 890 ,            470 ,             710 ,      0.662  ,  0.9781
        876 ,      84711000.0 ,                 630 ,                1990 ,            480 ,             940 ,      0.5106 ,  0.9774
        877 ,      76525500.0 ,                 610 ,                 400 ,            460 ,             820 ,      0.561  ,  0.9737
        878 ,      59083500.0 ,                 680 ,                1520 ,            470 ,             660 ,      0.7121 ,  0.9816
        879 ,      71961000.0 ,                 620 ,                1240 ,            520 ,             720 ,      0.7222 ,  0.9835
        880 ,     134181000.0 ,                 670 ,                2070 ,            700 ,             970 ,      0.7216 ,  0.9877
        882 ,      49266000.0 ,                 650 ,                1150 ,            420 ,             570 ,      0.7368 ,  0.981
        883 ,      74434500.0 ,                 610 ,                1990 ,            510 ,             740 ,      0.6892 ,  0.9833
        884 ,      72496500.0 ,                 590 ,                 430 ,            530 ,             710 ,      0.7465 ,  0.979
        886 ,      66580500.0 ,                 620 ,                1520 ,            480 ,             710 ,      0.6761 ,  0.9821
        887 ,      50133000.0 ,                 670 ,                1690 ,            430 ,             610 ,      0.7049 ,  0.9806
        888 ,      29835000.0 ,                 650 ,                 150 ,            420 ,             350 ,      1.2    ,  0.9793
        889 ,      64234500.0 ,                 620 ,                1730 ,            480 ,             680 ,      0.7059 ,  0.9813
        890 ,      61021500.0 ,                 630 ,                1410 ,            430 ,             730 ,      0.589  ,  0.9826
        893 ,     209176500.0 ,                 650 ,                1320 ,            690 ,            1760 ,      0.392  ,  0.8831
        894 ,      65025000.0 ,                 690 ,                1730 ,            480 ,             710 ,      0.6761 ,  0.9801
        895 ,      80988000.0 ,                 630 ,                1780 ,            520 ,             780 ,      0.6667 ,  0.985
        896 ,      67983000.0 ,                 610 ,                 290 ,            530 ,             620 ,      0.8548 ,  0.9741
        897 ,      69487500.0 ,                 650 ,                2240 ,            490 ,             680 ,      0.7206 ,  0.9805
        898 ,      82084500.0 ,                 640 ,                 720 ,            500 ,             810 ,      0.6173 ,  0.9864
        899 ,      61812000.0 ,                 680 ,                2230 ,            450 ,             670 ,      0.6716 ,  0.9764
        900 ,      69462000.0 ,                 660 ,                 650 ,            500 ,             720 ,      0.6944 ,  0.9819
        901 ,      77520000.0 ,                 650 ,                1220 ,            490 ,             820 ,      0.5976 ,  0.9833
        902 ,      69487500.0 ,                 640 ,                 960 ,            480 ,             720 ,      0.6667 ,  0.9856
        903 ,      47583000.0 ,                 640 ,                1660 ,            390 ,             610 ,      0.6393 ,  0.9817
        904 ,      70915500.0 ,                 680 ,                1800 ,            500 ,             700 ,      0.7143 ,  0.9828
        905 ,      56967000.0 ,                 660 ,                 260 ,            480 ,             560 ,      0.8571 ,  0.9818
        906 ,      66351000.0 ,                 660 ,                1830 ,            500 ,             700 ,      0.7143 ,  0.9778
        907 ,      58573500.0 ,                 650 ,                 280 ,            460 ,             600 ,      0.7667 ,  0.982
        908 ,      53065500.0 ,                 610 ,                1810 ,            420 ,             620 ,      0.6774 ,  0.9819
        909 ,      73032000.0 ,                 620 ,                 880 ,            490 ,             750 ,      0.6533 ,  0.986
        910 ,      77469000.0 ,                 620 ,                2020 ,            490 ,             790 ,      0.6203 ,  0.9794
        911 ,      74205000.0 ,                 610 ,                 460 ,            480 ,             770 ,      0.6234 ,  0.9838
        912 ,      49291500.0 ,                 650 ,                1860 ,            390 ,             630 ,      0.619  ,  0.9812
        913 ,      42304500.0 ,                 630 ,                 250 ,            370 ,             530 ,      0.6981 ,  0.9784
        914 ,      84048000.0 ,                 680 ,                2060 ,            540 ,             790 ,      0.6835 ,  0.9814
        915 ,      84711000.0 ,                 660 ,                 520 ,            550 ,             770 ,      0.7143 ,  0.9835
        916 ,      70737000.0 ,                 660 ,                1770 ,            470 ,             800 ,      0.5875 ,  0.9833
        917 ,      54978000.0 ,                 650 ,                 240 ,            470 ,             540 ,      0.8704 ,  0.9841
        918 ,      90627000.0 ,                 630 ,                2080 ,            580 ,             750 ,      0.7733 ,  0.9864
        919 ,      92259000.0 ,                 620 ,                 560 ,            610 ,             750 ,      0.8133 ,  0.986
        920 ,      75123000.0 ,                 610 ,                1850 ,            480 ,             760 ,      0.6316 ,  0.9862
        921 ,      60996000.0 ,                 590 ,                 300 ,            440 ,             650 ,      0.6769 ,  0.9796
        922 ,      55641000.0 ,                 620 ,                1210 ,            430 ,             670 ,      0.6418 ,  0.98
        923 ,      74281500.0 ,                 660 ,                1800 ,            510 ,             720 ,      0.7083 ,  0.986
        924 ,      60715500.0 ,                 650 ,                 260 ,            490 ,             580 ,      0.8448 ,  0.9825
        925 ,      67192500.0 ,                 660 ,                 860 ,            460 ,             740 ,      0.6216 ,  0.9828
        926 ,      63265500.0 ,                 670 ,                2290 ,            520 ,             580 ,      0.8966 ,  0.9823
        927 ,      89275500.0 ,                 650 ,                 870 ,            570 ,             790 ,      0.7215 ,  0.9842
        928 ,      54417000.0 ,                 620 ,                2310 ,            480 ,             540 ,      0.8889 ,  0.9851
        929 ,      85348500.0 ,                 610 ,                 910 ,            500 ,             870 ,      0.5747 ,  0.981
        931 ,      82339500.0 ,                 660 ,                 920 ,            440 ,             890 ,      0.4944 ,  0.9852
        933 ,      94095000.0 ,                 630 ,                 580 ,            510 ,            1020 ,      0.5    ,  0.9777
        934 ,      60486000.0 ,                 660 ,                1960 ,            420 ,             720 ,      0.5833 ,  0.9767
        935 ,      57375000.0 ,                 640 ,                 360 ,            420 ,             680 ,      0.6176 ,  0.9819
        938 ,      89199000.0 ,                 680 ,                1120 ,            540 ,             830 ,      0.6506 ,  0.9826
        939 ,      73312500.0 ,                 680 ,                1240 ,            480 ,             770 ,      0.6234 ,  0.9817
        940 ,      69309000.0 ,                 700 ,                1920 ,            490 ,             710 ,      0.6901 ,  0.9837
        942 ,      50796000.0 ,                 640 ,                 760 ,            410 ,             630 ,      0.6508 ,  0.9836
        943 ,      53320500.0 ,                 620 ,                2140 ,            440 ,             610 ,      0.7213 ,  0.9813
        944 ,      51994500.0 ,                 600 ,                 530 ,            450 ,             590 ,      0.7627 ,  0.98
        945 ,     103122000.0 ,                 640 ,                1790 ,            550 ,             920 ,      0.5978 ,  0.9847
        946 ,      85578000.0 ,                 630 ,                 330 ,            570 ,             710 ,      0.8028 ,  0.9784
        947 ,      91749000.0 ,                 620 ,                 980 ,            560 ,             840 ,      0.6667 ,  0.9819
        948 ,      82008000.0 ,                 650 ,                1190 ,            530 ,             780 ,      0.6795 ,  0.9866
        949 ,      63418500.0 ,                 620 ,                1740 ,            480 ,             660 ,      0.7273 ,  0.9816
        952 ,      72624000.0 ,                 650 ,                 370 ,            490 ,             740 ,      0.6622 ,  0.9704
        953 ,      79662000.0 ,                 640 ,                1930 ,            540 ,             770 ,      0.7013 ,  0.9817
        954 ,      74485500.0 ,                 610 ,                 370 ,            520 ,             730 ,      0.7123 ,  0.9762
        955 ,      57910500.0 ,                 680 ,                1970 ,            460 ,             640 ,      0.7188 ,  0.9762
        956 ,      57120000.0 ,                 670 ,                 370 ,            480 ,             630 ,      0.7619 ,  0.98
        958 ,      47812500.0 ,                 650 ,                 230 ,            430 ,             510 ,      0.8431 ,  0.9833
        959 ,      92182500.0 ,                 650 ,                1340 ,            510 ,             900 ,      0.5667 ,  0.9832
        960 ,      71884500.0 ,                 620 ,                2110 ,            460 ,             760 ,      0.6053 ,  0.9834
        961 ,      70813500.0 ,                 610 ,                 530 ,            470 ,             740 ,      0.6351 ,  0.9785
        963 ,      61149000.0 ,                 640 ,                 900 ,            420 ,             760 ,      0.5526 ,  0.9815
        964 ,      66325500.0 ,                 660 ,                1540 ,            500 ,             700 ,      0.7143 ,  0.9809
        965 ,      57298500.0 ,                 690 ,                1520 ,            440 ,             680 ,      0.6471 ,  0.9788
        966 ,     238170000.0 ,                 650 ,                1570 ,            830 ,            1510 ,      0.5497 ,  0.9658
        968 ,      52963500.0 ,                 610 ,                2200 ,            400 ,             670 ,      0.597  ,  0.9761
        969 ,      53601000.0 ,                 600 ,                 620 ,            430 ,             660 ,      0.6515 ,  0.9752
        970 ,      48603000.0 ,                 610 ,                1650 ,            420 ,             570 ,      0.7368 ,  0.986
        971 ,      35547000.0 ,                 600 ,                 170 ,            430 ,             380 ,      1.1316 ,  0.9733
        972 ,      85935000.0 ,                 680 ,                1480 ,            500 ,             850 ,      0.5882 ,  0.9839
        973 ,      72318000.0 ,                 650 ,                 880 ,            520 ,             710 ,      0.7324 ,  0.9857
        974 ,      49903500.0 ,                 670 ,                 990 ,            460 ,             570 ,      0.807  ,  0.9792
        975 ,      50056500.0 ,                 640 ,                1750 ,            400 ,             620 ,      0.6452 ,  0.9828
        978 ,      46741500.0 ,                 640 ,                 340 ,            410 ,             560 ,      0.7321 ,  0.9813
        979 ,      69844500.0 ,                 630 ,                 600 ,            450 ,             800 ,      0.5625 ,  0.9793
        980 ,      66631500.0 ,                 630 ,                1660 ,            460 ,             720 ,      0.6389 ,  0.9852
        981 ,      44242500.0 ,                 610 ,                 190 ,            490 ,             440 ,      1.1136 ,  0.9797
        982 ,      78285000.0 ,                 650 ,                1940 ,            500 ,             860 ,      0.5814 ,  0.9805
        983 ,      68748000.0 ,                 630 ,                 350 ,            480 ,             710 ,      0.6761 ,  0.9773
        984 ,      53295000.0 ,                 680 ,                1760 ,            400 ,             690 ,      0.5797 ,  0.98
