Frame Index ,Area (microns^2) ,Centroid X (microns) ,Centroid Y (microns) ,Width (microns) ,Height (microns) ,Aspect Ratio ,Solidity
       2315 ,      66759000.0 ,                 650 ,                1860 ,            460 ,             800 ,      0.575  ,  0.9742
       2316 ,     103402500.0 ,                 630 ,                1510 ,            580 ,             900 ,      0.6444 ,  0.9851
       2317 ,      63928500.0 ,                 650 ,                1970 ,            470 ,             710 ,      0.662  ,  0.98
       2319 ,      63877500.0 ,                 660 ,                1600 ,            480 ,             700 ,      0.6857 ,  0.98
       2320 ,      77443500.0 ,                 620 ,                 950 ,            480 ,             810 ,      0.5926 ,  0.9787
       2321 ,      54289500.0 ,                 590 ,                1080 ,            450 ,             620 ,      0.7258 ,  0.9844
       2322 ,      58752000.0 ,                 620 ,                2230 ,            460 ,             630 ,      0.7302 ,  0.9804
       2323 ,      61761000.0 ,                 610 ,                 630 ,            470 ,             650 ,      0.7231 ,  0.9826
       2324 ,     100470000.0 ,                 660 ,                 900 ,            530 ,            1010 ,      0.5248 ,  0.9606
       2325 ,      73822500.0 ,                 610 ,                1080 ,            490 ,             760 ,      0.6447 ,  0.9792
       2326 ,      71553000.0 ,                 630 ,                1550 ,            520 ,             700 ,      0.7429 ,  0.9844
       2327 ,      31314000.0 ,                 610 ,                 130 ,            500 ,             310 ,      1.6129 ,  0.9798
       2328 ,     102357000.0 ,                 630 ,                2110 ,            570 ,             910 ,      0.6264 ,  0.9577
       2329 ,     109930500.0 ,                 610 ,                 620 ,            580 ,             960 ,      0.6042 ,  0.9853
       2330 ,      45823500.0 ,                 630 ,                1470 ,            440 ,             560 ,      0.7857 ,  0.9788
       2331 ,      27030000.0 ,                 730 ,                2390 ,            370 ,             350 ,      1.0571 ,  0.9868
       2332 ,      43732500.0 ,                 720 ,                 870 ,            440 ,             540 ,      0.8148 ,  0.9792
       2333 ,      59109000.0 ,                 620 ,                 780 ,            500 ,             630 ,      0.7937 ,  0.9803
       2334 ,      59440500.0 ,                 680 ,                2270 ,            450 ,             630 ,      0.7143 ,  0.9834
       2335 ,      77112000.0 ,                 670 ,                 790 ,            500 ,             790 ,      0.6329 ,  0.9821
       2336 ,      47175000.0 ,                 660 ,                1660 ,            430 ,             540 ,      0.7963 ,  0.9807
       2338 ,      80121000.0 ,                 650 ,                1410 ,            470 ,             840 ,      0.5595 ,  0.9821
       2339 ,      61837500.0 ,                 620 ,                2280 ,            490 ,             600 ,      0.8167 ,  0.9832
       2340 ,      79279500.0 ,                 620 ,                 800 ,            530 ,             750 ,      0.7067 ,  0.9864
       2341 ,     102025500.0 ,                 640 ,                1610 ,            540 ,             950 ,      0.5684 ,  0.9853
       2342 ,      64974000.0 ,                 630 ,                 230 ,            570 ,             530 ,      1.0755 ,  0.9856
       2343 ,      77902500.0 ,                 610 ,                1110 ,            450 ,             850 ,      0.5294 ,  0.9824
       2344 ,      52402500.0 ,                 630 ,                2070 ,            460 ,             590 ,      0.7797 ,  0.9792
       2345 ,      48832500.0 ,                 610 ,                 440 ,            440 ,             560 ,      0.7857 ,  0.9811
       2346 ,      58599000.0 ,                 660 ,                1510 ,            450 ,             660 ,      0.6818 ,  0.981
       2347 ,      75352500.0 ,                 640 ,                2290 ,            640 ,             600 ,      1.0667 ,  0.9789
       2348 ,     126633000.0 ,                 620 ,                1010 ,            650 ,             960 ,      0.6771 ,  0.9865
       2349 ,      56890500.0 ,                 620 ,                1710 ,            430 ,             660 ,      0.6515 ,  0.984
       2350 ,      40647000.0 ,                 610 ,                 190 ,            460 ,             440 ,      1.0455 ,  0.9757
       2351 ,      59695500.0 ,                 660 ,                1540 ,            450 ,             670 ,      0.6716 ,  0.9843
       2352 ,      74434500.0 ,                 660 ,                1530 ,            490 ,             770 ,      0.6364 ,  0.9857
       2353 ,      32665500.0 ,                 650 ,                 120 ,            530 ,             310 ,      1.7097 ,  0.9802
       2354 ,      78157500.0 ,                 650 ,                1440 ,            490 ,             810 ,      0.6049 ,  0.9831
       2355 ,      88026000.0 ,                 660 ,                1580 ,            550 ,             820 ,      0.6707 ,  0.9856
       2356 ,      51025500.0 ,                 650 ,                 180 ,            570 ,             430 ,      1.3256 ,  0.9859
       2357 ,      33328500.0 ,                 630 ,                2420 ,            550 ,             320 ,      1.7188 ,  0.9837
       2358 ,     125791500.0 ,                 610 ,                1290 ,            620 ,             980 ,      0.6327 ,  0.9882
       2359 ,      41641500.0 ,                 610 ,                 140 ,            640 ,             340 ,      1.8824 ,  0.9728
       2360 ,      52938000.0 ,                 600 ,                1380 ,            440 ,             600 ,      0.7333 ,  0.9845
       2361 ,      60945000.0 ,                 670 ,                1710 ,            460 ,             660 ,      0.697  ,  0.9819
       2362 ,      72496500.0 ,                 630 ,                1910 ,            460 ,             820 ,      0.561  ,  0.9816
       2363 ,      66478500.0 ,                 610 ,                 350 ,            450 ,             720 ,      0.625  ,  0.9811
       2364 ,     111766500.0 ,                 620 ,                1670 ,            570 ,            1040 ,      0.5481 ,  0.9688
       2365 ,      62934000.0 ,                 600 ,                 250 ,            520 ,             570 ,      0.9123 ,  0.9845
       2366 ,      60027000.0 ,                 700 ,                2140 ,            430 ,             740 ,      0.5811 ,  0.9791
       2367 ,      77469000.0 ,                 700 ,                 450 ,            480 ,             870 ,      0.5517 ,  0.9268
       2368 ,     121431000.0 ,                 650 ,                1350 ,            660 ,             960 ,      0.6875 ,  0.9853
       2369 ,      46690500.0 ,                 630 ,                 140 ,            660 ,             360 ,      1.8333 ,  0.9826
       2370 ,      47328000.0 ,                 620 ,                2320 ,            450 ,             490 ,      0.9184 ,  0.9845
       2371 ,      55258500.0 ,                 610 ,                 760 ,            480 ,             620 ,      0.7742 ,  0.9794
       2372 ,      90244500.0 ,                 650 ,                 790 ,            540 ,             850 ,      0.6353 ,  0.9824
       2373 ,      77469000.0 ,                 680 ,                1360 ,            520 ,             780 ,      0.6667 ,  0.9813
       2376 ,      61888500.0 ,                 660 ,                2070 ,            470 ,             660 ,      0.7121 ,  0.9808
       2377 ,      61863000.0 ,                 640 ,                 460 ,            460 ,             670 ,      0.6866 ,  0.9847
       2378 ,      63393000.0 ,                 640 ,                1220 ,            460 ,             710 ,      0.6479 ,  0.9788
       2379 ,      56890500.0 ,                 650 ,                1470 ,            410 ,             720 ,      0.5694 ,  0.9773
       2380 ,      79432500.0 ,                 660 ,                1720 ,            510 ,             820 ,      0.622  ,  0.9815
       2383 ,      81804000.0 ,                 630 ,                2190 ,            540 ,             760 ,      0.7105 ,  0.9831
       2384 ,      91825500.0 ,                 620 ,                 710 ,            570 ,             810 ,      0.7037 ,  0.9845
       2385 ,      68773500.0 ,                 620 ,                2030 ,            440 ,             790 ,      0.557  ,  0.9814
       2386 ,      66249000.0 ,                 600 ,                 420 ,            450 ,             770 ,      0.5844 ,  0.9793
       2387 ,      49572000.0 ,                 670 ,                2290 ,            420 ,             580 ,      0.7241 ,  0.9785
       2388 ,      66351000.0 ,                 650 ,                 770 ,            440 ,             750 ,      0.5867 ,  0.9801
       2389 ,      57630000.0 ,                 650 ,                1660 ,            470 ,             620 ,      0.7581 ,  0.9842
       2390 ,      61021500.0 ,                 650 ,                2010 ,            430 ,             720 ,      0.5972 ,  0.98
       2391 ,      54774000.0 ,                 630 ,                 370 ,            410 ,             680 ,      0.6029 ,  0.9782
       2392 ,      68595000.0 ,                 660 ,                1630 ,            480 ,             710 ,      0.6761 ,  0.9856
       2393 ,      39550500.0 ,                 640 ,                 160 ,            490 ,             390 ,      1.2564 ,  0.9798
       2394 ,      68289000.0 ,                 660 ,                1440 ,            480 ,             790 ,      0.6076 ,  0.9746
       2395 ,     114087000.0 ,                 660 ,                1780 ,            600 ,             960 ,      0.625  ,  0.9835
       2396 ,      95293500.0 ,                 640 ,                 340 ,            590 ,             760 ,      0.7763 ,  0.9813
       2398 ,      56329500.0 ,                 650 ,                 430 ,            440 ,             640 ,      0.6875 ,  0.9818
       2399 ,      72292500.0 ,                 640 ,                1790 ,            470 ,             770 ,      0.6104 ,  0.9823
       2400 ,      52887000.0 ,                 630 ,                 240 ,            440 ,             550 ,      0.8    ,  0.984
       2401 ,      79101000.0 ,                 630 ,                1860 ,            510 ,             770 ,      0.6623 ,  0.9853
       2402 ,      61684500.0 ,                 640 ,                 380 ,            520 ,             680 ,      0.7647 ,  0.9358
       2403 ,      68136000.0 ,                 640 ,                1050 ,            450 ,             780 ,      0.5769 ,  0.9786
       2404 ,      65688000.0 ,                 660 ,                2120 ,            490 ,             700 ,      0.7    ,  0.9821
       2405 ,      62883000.0 ,                 640 ,                 530 ,            500 ,             670 ,      0.7463 ,  0.9801
       2410 ,      66861000.0 ,                 660 ,                2100 ,            470 ,             720 ,      0.6528 ,  0.9818
       2411 ,      61378500.0 ,                 630 ,                 500 ,            470 ,             680 ,      0.6912 ,  0.9771
       2412 ,      77902500.0 ,                 610 ,                1420 ,            530 ,             750 ,      0.7067 ,  0.9828
       2413 ,      57451500.0 ,                 680 ,                1760 ,            460 ,             640 ,      0.7188 ,  0.9808
       2414 ,      42381000.0 ,                 660 ,                 190 ,            450 ,             450 ,      1.0    ,  0.9773
       2415 ,      50847000.0 ,                 650 ,                 800 ,            430 ,             610 ,      0.7049 ,  0.9821
       2417 ,      78718500.0 ,                 670 ,                1710 ,            410 ,             920 ,      0.4457 ,  0.9796
       2418 ,      66325500.0 ,                 640 ,                1080 ,            490 ,             710 ,      0.6901 ,  0.975
       2419 ,      66937500.0 ,                 640 ,                1850 ,            480 ,             720 ,      0.6667 ,  0.9832
       2420 ,      74307000.0 ,                 670 ,                1590 ,            490 ,             790 ,      0.6203 ,  0.9814
       2421 ,      39678000.0 ,                 650 ,                 170 ,            490 ,             400 ,      1.225  ,  0.9812
       2422 ,      74332500.0 ,                 640 ,                1740 ,            520 ,             710 ,      0.7324 ,  0.9857
       2423 ,      60690000.0 ,                 630 ,                1590 ,            450 ,             690 ,      0.6522 ,  0.985
       2424 ,      28560000.0 ,                 630 ,                 120 ,            470 ,             310 ,      1.5161 ,  0.9797
       2425 ,      60715500.0 ,                 650 ,                1940 ,            430 ,             730 ,      0.589  ,  0.9764
       2426 ,      56304000.0 ,                 620 ,                 330 ,            410 ,             670 ,      0.6119 ,  0.977
       2427 ,      71476500.0 ,                 640 ,                1900 ,            490 ,             730 ,      0.6712 ,  0.9833
       2428 ,      67881000.0 ,                 620 ,                 340 ,            490 ,             690 ,      0.7101 ,  0.98
       2429 ,      75837000.0 ,                 660 ,                1460 ,            490 ,             790 ,      0.6203 ,  0.9841
       2430 ,      78820500.0 ,                 680 ,                1630 ,            500 ,             790 ,      0.6329 ,  0.9829
       2431 ,      84226500.0 ,                 670 ,                1480 ,            540 ,             810 ,      0.6667 ,  0.985
       2433 ,      78616500.0 ,                 640 ,                 570 ,            510 ,             800 ,      0.6375 ,  0.9832
       2434 ,      57961500.0 ,                 620 ,                1810 ,            430 ,             670 ,      0.6418 ,  0.9845
       2435 ,      49572000.0 ,                 560 ,                2220 ,            370 ,             710 ,      0.5211 ,  0.9468
       2438 ,      54544500.0 ,                 610 ,                1630 ,            420 ,             650 ,      0.6462 ,  0.9852
       2439 ,      55947000.0 ,                 610 ,                1320 ,            440 ,             640 ,      0.6875 ,  0.9821
       2440 ,      48730500.0 ,                 670 ,                1610 ,            450 ,             570 ,      0.7895 ,  0.9821
       2441 ,      70354500.0 ,                 650 ,                1070 ,            470 ,             730 ,      0.6438 ,  0.9849
       2442 ,      74409000.0 ,                 640 ,                1010 ,            480 ,             790 ,      0.6076 ,  0.9799
       2443 ,     109828500.0 ,                 650 ,                1220 ,            540 ,            1060 ,      0.5094 ,  0.9807
       2444 ,     118294500.0 ,                 640 ,                2110 ,            570 ,             970 ,      0.5876 ,  0.983
       2445 ,     141678000.0 ,                 630 ,                 730 ,            590 ,            1180 ,      0.5    ,  0.9861
       2447 ,      62985000.0 ,                 610 ,                 440 ,            480 ,             680 ,      0.7059 ,  0.9795
       2448 ,     148410000.0 ,                 670 ,                1550 ,            650 ,            1150 ,      0.5652 ,  0.9869
       2449 ,      94197000.0 ,                 660 ,                 290 ,            660 ,             660 ,      1.0    ,  0.9878
       2450 ,      43248000.0 ,                 650 ,                1900 ,            390 ,             530 ,      0.7358 ,  0.9822
       2451 ,      43273500.0 ,                 630 ,                 280 ,            420 ,             540 ,      0.7778 ,  0.9805
       2452 ,      93840000.0 ,                 660 ,                2210 ,            580 ,             760 ,      0.7632 ,  0.9836
       2453 ,     140760000.0 ,                 650 ,                 940 ,            590 ,            1140 ,      0.5175 ,  0.9847
       2454 ,      56100000.0 ,                 630 ,                2290 ,            460 ,             590 ,      0.7797 ,  0.9835
       2455 ,      81166500.0 ,                 620 ,                 840 ,            490 ,             840 ,      0.5833 ,  0.9803
       2456 ,     130713000.0 ,                 640 ,                2030 ,            640 ,            1010 ,      0.6337 ,  0.9848
       2457 ,     130458000.0 ,                 630 ,                 580 ,            660 ,            1000 ,      0.66   ,  0.9853
       2458 ,      65127000.0 ,                 660 ,                2220 ,            460 ,             690 ,      0.6667 ,  0.9795
       2459 ,      71961000.0 ,                 650 ,                 660 ,            510 ,             740 ,      0.6892 ,  0.9804
       2460 ,      72037500.0 ,                 620 ,                1830 ,            440 ,             800 ,      0.55   ,  0.9826
       2461 ,      56737500.0 ,                 610 ,                 280 ,            430 ,             610 ,      0.7049 ,  0.9812
       2463 ,      69870000.0 ,                 690 ,                1860 ,            470 ,             740 ,      0.6351 ,  0.9811
       2464 ,      58369500.0 ,                 670 ,                 280 ,            440 ,             610 ,      0.7213 ,  0.9833
       2465 ,      59797500.0 ,                 660 ,                1150 ,            460 ,             640 ,      0.7188 ,  0.9784
       2466 ,      73950000.0 ,                 640 ,                1280 ,            500 ,             780 ,      0.641  ,  0.9801
       2467 ,      76372500.0 ,                 620 ,                1840 ,            480 ,             800 ,      0.6    ,  0.9822
       2468 ,      64846500.0 ,                 610 ,                 300 ,            460 ,             660 ,      0.697  ,  0.9824
       2469 ,      87898500.0 ,                 650 ,                1820 ,            530 ,             850 ,      0.6235 ,  0.9862
       2470 ,      78795000.0 ,                 640 ,                 320 ,            550 ,             700 ,      0.7857 ,  0.9783
       2471 ,      51841500.0 ,                 660 ,                1700 ,            410 ,             640 ,      0.6406 ,  0.9778
       2472 ,      31339500.0 ,                 650 ,                 160 ,            390 ,             370 ,      1.0541 ,  0.9852
       2473 ,      89377500.0 ,                 650 ,                1120 ,            550 ,             820 ,      0.6707 ,  0.9835
       2474 ,      60435000.0 ,                 620 ,                 850 ,            420 ,             740 ,      0.5676 ,  0.9834
       2475 ,     125613000.0 ,                 690 ,                1760 ,            640 ,            1000 ,      0.64   ,  0.9798
       2476 ,      56635500.0 ,                 640 ,                2120 ,            420 ,             670 ,      0.6269 ,  0.9844
       2477 ,      55080000.0 ,                 630 ,                 510 ,            430 ,             650 ,      0.6615 ,  0.9781
       2478 ,      65713500.0 ,                 660 ,                1740 ,            480 ,             690 ,      0.6957 ,  0.9842
       2479 ,      43860000.0 ,                 630 ,                 210 ,            430 ,             480 ,      0.8958 ,  0.9786
       2480 ,      54391500.0 ,                 610 ,                1670 ,            440 ,             620 ,      0.7097 ,  0.983
       2481 ,      72318000.0 ,                 610 ,                1280 ,            470 ,             810 ,      0.5802 ,  0.9809
       2482 ,      72547500.0 ,                 670 ,                1290 ,            520 ,             700 ,      0.7429 ,  0.9869
       2483 ,      72522000.0 ,                 620 ,                1790 ,            480 ,             750 ,      0.64   ,  0.9823
       2484 ,      56686500.0 ,                 610 ,                 250 ,            470 ,             560 ,      0.8393 ,  0.9799
       2485 ,      34552500.0 ,                 670 ,                2380 ,            440 ,             390 ,      1.1282 ,  0.9821
       2486 ,      73771500.0 ,                 660 ,                1000 ,            500 ,             740 ,      0.6757 ,  0.9851
       2487 ,      74077500.0 ,                 620 ,                2200 ,            480 ,             750 ,      0.64   ,  0.9698
       2488 ,      80631000.0 ,                 610 ,                 690 ,            490 ,             820 ,      0.5976 ,  0.9805
       2489 ,      80554500.0 ,                 630 ,                1940 ,            520 ,             770 ,      0.6753 ,  0.986
       2490 ,      77851500.0 ,                 620 ,                 370 ,            540 ,             740 ,      0.7297 ,  0.9808
       2491 ,      69436500.0 ,                 670 ,                2060 ,            510 ,             710 ,      0.7183 ,  0.9814
       2492 ,      69589500.0 ,                 650 ,                 480 ,            510 ,             700 ,      0.7286 ,  0.9853
       2493 ,      72420000.0 ,                 650 ,                2010 ,            470 ,             770 ,      0.6104 ,  0.986
       2494 ,      72063000.0 ,                 630 ,                 440 ,            510 ,             750 ,      0.68   ,  0.9819
       2495 ,      48016500.0 ,                 630 ,                1820 ,            440 ,             540 ,      0.8148 ,  0.9826
       2496 ,      43987500.0 ,                 610 ,                 230 ,            450 ,             480 ,      0.9375 ,  0.9718
       2497 ,      76857000.0 ,                 610 ,                 820 ,            550 ,             740 ,      0.7432 ,  0.9802
       2498 ,      68977500.0 ,                 650 ,                2210 ,            500 ,             690 ,      0.7246 ,  0.9774
       2500 ,      63061500.0 ,                 640 ,                 940 ,            490 ,             660 ,      0.7424 ,  0.9827
       2501 ,      68926500.0 ,                 620 ,                1850 ,            480 ,             720 ,      0.6667 ,  0.9855
       2502 ,      60358500.0 ,                 600 ,                 280 ,            460 ,             610 ,      0.7541 ,  0.9815
       2504 ,      82747500.0 ,                 620 ,                 960 ,            550 ,             790 ,      0.6962 ,  0.9815
       2505 ,      56890500.0 ,                 610 ,                1310 ,            490 ,             610 ,      0.8033 ,  0.9818
       2506 ,      55258500.0 ,                 660 ,                2120 ,            420 ,             660 ,      0.6364 ,  0.973
       2507 ,      72216000.0 ,                 670 ,                1240 ,            510 ,             740 ,      0.6892 ,  0.9867
       2508 ,      64897500.0 ,                 670 ,                1990 ,            460 ,             700 ,      0.6571 ,  0.9816
       2509 ,      59364000.0 ,                 650 ,                 380 ,            460 ,             680 ,      0.6765 ,  0.9823
       2510 ,      64413000.0 ,                 620 ,                1210 ,            470 ,             690 ,      0.6812 ,  0.9833
       2511 ,      39066000.0 ,                 670 ,                2330 ,            380 ,             490 ,      0.7755 ,  0.9802
       2512 ,      55641000.0 ,                 650 ,                 820 ,            420 ,             670 ,      0.6269 ,  0.9781
       2513 ,      58522500.0 ,                 630 ,                2210 ,            410 ,             710 ,      0.5775 ,  0.9768
       2514 ,      64336500.0 ,                 610 ,                 620 ,            430 ,             740 ,      0.5811 ,  0.9793
       2515 ,      66019500.0 ,                 670 ,                1270 ,            530 ,             640 ,      0.8281 ,  0.9856
       2516 ,      55182000.0 ,                 640 ,                1250 ,            430 ,             680 ,      0.6324 ,  0.9761
       2517 ,      64515000.0 ,                 650 ,                2050 ,            480 ,             690 ,      0.6957 ,  0.9807
       2518 ,      59950500.0 ,                 630 ,                 430 ,            470 ,             640 ,      0.7344 ,  0.9799
       2519 ,      54621000.0 ,                 630 ,                1660 ,            450 ,             610 ,      0.7377 ,  0.9803
       2520 ,      33073500.0 ,                 610 ,                 150 ,            450 ,             360 ,      1.25   ,  0.9821
       2521 ,      54391500.0 ,                 660 ,                2290 ,            460 ,             560 ,      0.8214 ,  0.9802
       2522 ,      68187000.0 ,                 660 ,                 750 ,            520 ,             670 ,      0.7761 ,  0.9809
       2523 ,      78412500.0 ,                 640 ,                1530 ,            520 ,             760 ,      0.6842 ,  0.9871
       2524 ,     164908500.0 ,                 630 ,                1910 ,            750 ,            1090 ,      0.6881 ,  0.9839
       2525 ,     167331000.0 ,                 610 ,                 610 ,            760 ,            1100 ,      0.6909 ,  0.9838
       2526 ,      52810500.0 ,                 610 ,                2050 ,            430 ,             620 ,      0.6935 ,  0.9772
       2527 ,      51331500.0 ,                 590 ,                 440 ,            440 ,             600 ,      0.7333 ,  0.9793
       2528 ,      39933000.0 ,                 660 ,                2340 ,            400 ,             460 ,      0.8696 ,  0.9823
       2529 ,      53779500.0 ,                 640 ,                 830 ,            410 ,             630 ,      0.6508 ,  0.9838
       2530 ,      67906500.0 ,                 630 ,                1400 ,            500 ,             700 ,      0.7143 ,  0.9836
       2531 ,      64540500.0 ,                 680 ,                1450 ,            440 ,             830 ,      0.5301 ,  0.9581
       2533 ,      68569500.0 ,                 640 ,                 260 ,            540 ,             580 ,      0.931  ,  0.9843
       2534 ,      85272000.0 ,                 620 ,                 710 ,            520 ,             830 ,      0.6265 ,  0.9832
       2536 ,      51688500.0 ,                 630 ,                2130 ,            450 ,             590 ,      0.7627 ,  0.9784
       2537 ,      49827000.0 ,                 620 ,                 540 ,            460 ,             570 ,      0.807  ,  0.9784
       2538 ,      56202000.0 ,                 600 ,                2120 ,            460 ,             610 ,      0.7541 ,  0.9845
       2539 ,      55998000.0 ,                 590 ,                 510 ,            480 ,             600 ,      0.8    ,  0.9842
       2540 ,      62577000.0 ,                 640 ,                1340 ,            450 ,             720 ,      0.625  ,  0.9759
       2541 ,      75582000.0 ,                 620 ,                2060 ,            460 ,             810 ,      0.5679 ,  0.9782
       2542 ,      71604000.0 ,                 610 ,                 470 ,            450 ,             770 ,      0.5844 ,  0.9832
       2543 ,      70252500.0 ,                 650 ,                 870 ,            510 ,             730 ,      0.6986 ,  0.9811
       2544 ,      58318500.0 ,                 660 ,                1890 ,            410 ,             720 ,      0.5694 ,  0.9756
       2545 ,      45798000.0 ,                 650 ,                 260 ,            370 ,             580 ,      0.6379 ,  0.9781
       2546 ,     106717500.0 ,                 640 ,                1080 ,            560 ,             940 ,      0.5957 ,  0.987
       2547 ,      87133500.0 ,                 620 ,                1430 ,            510 ,             870 ,      0.5862 ,  0.9815
       2548 ,      31390500.0 ,                 590 ,                 140 ,            450 ,             330 ,      1.3636 ,  0.9848
       2549 ,      69793500.0 ,                 620 ,                1380 ,            450 ,             760 ,      0.5921 ,  0.9858
       2550 ,      51484500.0 ,                 620 ,                1600 ,            420 ,             630 ,      0.6667 ,  0.9776
       2551 ,      51102000.0 ,                 620 ,                1550 ,            380 ,             660 ,      0.5758 ,  0.9854
       2552 ,      49954500.0 ,                 620 ,                1960 ,            430 ,             600 ,      0.7167 ,  0.9782
       2553 ,      93177000.0 ,                 640 ,                1440 ,            570 ,             810 ,      0.7037 ,  0.9858
       2554 ,      40570500.0 ,                 630 ,                 140 ,            550 ,             350 ,      1.5714 ,  0.9848
       2555 ,      70558500.0 ,                 630 ,                1470 ,            460 ,             770 ,      0.5974 ,  0.9856
       2556 ,      76194000.0 ,                 650 ,                1790 ,            510 ,             780 ,      0.6538 ,  0.9829
       2557 ,      73771500.0 ,                 730 ,                1250 ,            490 ,             750 ,      0.6533 ,  0.9813
       2559 ,      63036000.0 ,                 620 ,                 400 ,            500 ,             650 ,      0.7692 ,  0.9823
       2560 ,      57859500.0 ,                 640 ,                1640 ,            460 ,             640 ,      0.7188 ,  0.9812
       2561 ,      31314000.0 ,                 620 ,                 150 ,            430 ,             350 ,      1.2286 ,  0.9815
       2562 ,      43375500.0 ,                 640 ,                2260 ,            410 ,             540 ,      0.7593 ,  0.9767
       2563 ,      46945500.0 ,                 620 ,                 660 ,            460 ,             550 ,      0.8364 ,  0.9825
       2565 ,      73312500.0 ,                 630 ,                 630 ,            450 ,            1040 ,      0.4327 ,  0.9084
       2566 ,      43477500.0 ,                 620 ,                1660 ,            390 ,             560 ,      0.6964 ,  0.9785
       2568 ,      72369000.0 ,                 610 ,                 670 ,            460 ,             870 ,      0.5287 ,  0.9779
       2569 ,      78948000.0 ,                 660 ,                 960 ,            490 ,             800 ,      0.6125 ,  0.9849
       2570 ,      67830000.0 ,                 610 ,                1070 ,            480 ,             740 ,      0.6486 ,  0.9811
       2571 ,      51765000.0 ,                 640 ,                1650 ,            410 ,             640 ,      0.6406 ,  0.9851
       2574 ,      78897000.0 ,                 600 ,                 620 ,            450 ,             890 ,      0.5056 ,  0.98
       2575 ,      60154500.0 ,                 670 ,                1690 ,            470 ,             660 ,      0.7121 ,  0.9804
       2576 ,      74001000.0 ,                 690 ,                2250 ,            530 ,             660 ,      0.803  ,  0.9854
       2577 ,      92335500.0 ,                 670 ,                 770 ,            560 ,             840 ,      0.6667 ,  0.9831
       2578 ,      79560000.0 ,                 660 ,                1640 ,            490 ,             850 ,      0.5765 ,  0.9777
       2579 ,     115311000.0 ,                 650 ,                1660 ,            630 ,             900 ,      0.7    ,  0.9869
       2580 ,      79228500.0 ,                 650 ,                2000 ,            540 ,             730 ,      0.7397 ,  0.9871
       2581 ,      72624000.0 ,                 630 ,                1470 ,            520 ,             710 ,      0.7324 ,  0.982
       2582 ,      26545500.0 ,                 610 ,                 110 ,            500 ,             270 ,      1.8519 ,  0.9752
       2583 ,     129871500.0 ,                 650 ,                1590 ,            570 ,            1100 ,      0.5182 ,  0.9873
       2584 ,      74077500.0 ,                 630 ,                 260 ,            580 ,             610 ,      0.9508 ,  0.9873
       2585 ,      52632000.0 ,                 670 ,                1740 ,            450 ,             590 ,      0.7627 ,  0.9827
       2587 ,     181891500.0 ,                 650 ,                1870 ,            800 ,            1190 ,      0.6723 ,  0.9852
       2588 ,     164934000.0 ,                 630 ,                 530 ,            760 ,            1070 ,      0.7103 ,  0.9854
       2589 ,      71043000.0 ,                 660 ,                1500 ,            470 ,             770 ,      0.6104 ,  0.9852
       2590 ,      75582000.0 ,                 680 ,                1200 ,            540 ,             710 ,      0.7606 ,  0.9843
       2591 ,      82186500.0 ,                 650 ,                2190 ,            510 ,             790 ,      0.6456 ,  0.9773
       2592 ,      92208000.0 ,                 640 ,                 750 ,            510 ,             890 ,      0.573  ,  0.9832
       2593 ,      52836000.0 ,                 610 ,                1580 ,            420 ,             630 ,      0.6667 ,  0.9815
       2594 ,      26724000.0 ,                 590 ,                 130 ,            410 ,             310 ,      1.3226 ,  0.9895
       2595 ,      83971500.0 ,                 650 ,                1060 ,            500 ,             850 ,      0.5882 ,  0.9829
       2597 ,      65943000.0 ,                 670 ,                 570 ,            530 ,             650 ,      0.8154 ,  0.9833
       2598 ,      68697000.0 ,                 630 ,                1960 ,            510 ,             680 ,      0.75   ,  0.9855
       2599 ,      66657000.0 ,                 610 ,                 410 ,            500 ,             670 ,      0.7463 ,  0.986
       2600 ,      69487500.0 ,                 650 ,                1560 ,            480 ,             730 ,      0.6575 ,  0.9836
       2601 ,      52530000.0 ,                 630 ,                 720 ,            430 ,             600 ,      0.7167 ,  0.9834
       2602 ,      59083500.0 ,                 620 ,                1500 ,            440 ,             680 ,      0.6471 ,  0.9835
       2603 ,      60715500.0 ,                 620 ,                 790 ,            480 ,             660 ,      0.7273 ,  0.9819
       2604 ,      44013000.0 ,                 660 ,                2350 ,            480 ,             460 ,      1.0435 ,  0.9851
       2605 ,      91545000.0 ,                 640 ,                1070 ,            530 ,             870 ,      0.6092 ,  0.9849
       2606 ,      82594500.0 ,                 650 ,                1720 ,            550 ,             770 ,      0.7143 ,  0.9845
       2607 ,      72930000.0 ,                 630 ,                1850 ,            510 ,             740 ,      0.6892 ,  0.9844
       2608 ,      67651500.0 ,                 610 ,                 300 ,            500 ,             650 ,      0.7692 ,  0.9805
       2609 ,      53065500.0 ,                 680 ,                1590 ,            460 ,             600 ,      0.7667 ,  0.9792
       2610 ,      83334000.0 ,                 640 ,                 920 ,            540 ,             800 ,      0.675  ,  0.9854
       2611 ,      62220000.0 ,                 680 ,                1280 ,            470 ,             700 ,      0.6714 ,  0.9815
       2612 ,      80299500.0 ,                 640 ,                1090 ,            500 ,             780 ,      0.641  ,  0.982
       2613 ,      79917000.0 ,                 650 ,                1680 ,            470 ,             840 ,      0.5595 ,  0.9836
       2614 ,      76908000.0 ,                 650 ,                 790 ,            500 ,             800 ,      0.625  ,  0.9819
       2615 ,      72318000.0 ,                 650 ,                 910 ,            490 ,             740 ,      0.6622 ,  0.9819
